photo_id,business_id,caption,label
EIXOPLiFixOZraqBBs2a0A,4yjg0NlNYjTwmrhIb5TqSg,Kiwi Waffle with milk chocolate,food
OlFR899SYni_rcpw1Fh1QA,xmO9u_t1LspxV5iuF594Tg,MAIN MENU,menu
W1EdacaJWPqLLCq9jtLZ6g,6EizP0XyqITuGZ8GZMI9Lw,Restaurant from the outside,outside
KvAzSrDXKKqKnwQ6KkdP9w,bjQrmBSu1A7f5vprEikOKA,Check out the new 2019 Menu! (Outside),menu
K8f1XcKDwQ_WGXcQkvLAUQ,AnhgZCyjhzU8JVxl2ftJKQ,Cosmis seating,inside
NAzbIahYBWAly9FANhSYoQ,h5Y6iLn5VogLWcfT5tnANg,Big menu,menu
q0pJeHGkxB0AZ5E8X59nYg,T7pfUqFPaxJWLquFePSLcw,Curbside Carry Out Menu,menu
zRvi6vppPG8UvpCaRGCMQw,V1gD0xHd6J_15hVN1EGvlA,,outside
YEKrd48zE8bj6pg6AXDeNA,mGxaM5kUC2GhYkp3Dip52Q,Store front,outside
jSzX7XtzJEUvmWoZ2YTFwQ,ghFNIv9_Bde6uquScRZD7g,Menu that week.,menu
sLDLpGad63ZmsNK9wKLAaA,_C7QiQQc47AOEv4PE3Kong,,food
Tq1L2084jY7jYh7mcMrOMg,cNua7EAP7aoHTEp734VqWA,Rice platters,menu
Th8N5rsuToyPB5mW_pM8KA,k5ODiSuPem4rHsBgi-iCSA,,menu
KHKq1V0qv4FKnVxjodEysg,WO-ofNAvSuJpdRt9Auon6w,"See that beautiful smile, she's genuine",inside
ZjtB2tJ1hGJW8Ohzq80xaQ,i8435WmQ691w_ccniGdeaQ,,inside
v4BEGWpPgeY6zZ0awl-AMw,eAzeb04i354i6VZFI4bJRQ,Great retail area!,food
vsBQXljXalgK1hbCB4bX5A,QZvzhSY2yNBWwSv7JVYy3w,Our rainy-day prize...banana pudding!,outside
M-felylojo3jk1W08lzPxQ,XuQ5ekbJ9eRUX06JTqJHaQ,The dining area,inside
ayH71LSSbOhZ6V1PdjsQIg,gfLsBY-xsNE9-ktiTvTvGA,Awesome experience,inside
l8kgP8J0VLQPC0ypmc6lhg,JaXnQnaslqy4me2jaKhKJA,Blondie,food
ZSMRoVX8zAthS2echOUDNQ,tyPpn-nrmlhhSJlct6WAjw,,outside
PdK1qaYbdx8wqqw_srGerQ,CPk6ozrDMy0ohC4-z0kGbA,"Pizookie, are very Popular. Their Tastes speak for them selves. Hot cookie, topped with anything you like. A dream come true...",food
LYaveK1Ijdb6-SkFYc0aEw,sO1OD0SZkXXPtIXj2cS4oA,,outside
YeAIcNP-ASuSzmMxhK15sQ,cAqNakznheceKWMs62lUKg,Fitlife Foods - Project U,outside
uZpaRiFEVKmkKQN4OCPv8Q,L5LLN0RafiV1Z9cddzvuCw,The wonderful sunset that day from our table,drink
Qcror4YSHW1ZFTFqJgjM2w,MI7cUsPiQGYQRuQmn3MbtA,"Every day, a new shift drink!",drink
9WhI0QE1PcqJXwpMa45-hw,1bG56xTahLSU2iP1UQDblQ,,inside
kH8aSrpAEWVy_pwkL_ZmJg,3NIgwykpnRe9-ZC6FBXF3Q,,food
aS6vPydDhu_lZoT88JzUBg,of7Z4Q4gIQIb-ChC88gi1A,,menu
Wv_hHOtUWtttGuH5Hgrndg,QDWCkIvQwTrBpZy3paKe4Q,,menu
Cv8V3DG9gNOj1bvz5kNDPQ,omnCKxL0f_akh0eYeJxjDg,,inside
bEtWQwDxC8zUBtDq6Kv3zQ,OZcpjMrFrx3g3uo3xr0H0Q,"We had shrimp Cyprus, Seafood pasta and chicken kabobs.   As usual; delicious! Paired with a nice semisweet red Greek wine....",outside
hG2R2yrN277YAu_94EP5_Q,cljHYek6vHtqUgUsnJBqmA,,drink
h4y2Oo1447FMs1KNEbpmQg,d4GRmLdkPIsJBeOYE7fuqA,,food
L-rfcUaixQORETDH6mZAew,_y-vRngQYAcYW5iV1dGcmQ,,drink
SZsH2S-rnV1ms6A0JEHMKQ,4Cal2AE6cr7m6nL20Rz2kQ,,outside
8hLHcft4T_pFUo-Qr1Hcpw,tthy48ZIX_wfY8Dy0Dvg6w,they decorate your table if you tell them it's your anniversary (in our case),food
iUsuwPY2hbON-AJ-LRdw9w,8f0z8jE-ORAqluk1vTzdzQ,,inside
qiM0am9kaePl7n-e3hX58A,-fEZQoE-pdN_uvXdr3WR_g,Fantastic menu all things considering,menu
rrUEOymYMlt3xETY9-KyWQ,Q_XR65cLnHn7sz7aez5L-Q,Snapper with potatoes and scallops,food
Vy8GrVwOftM_MbWHWmTqqQ,X8lkTEx6xVfdEcw4DTdJbg,On tap today's,inside
_yXrcweQ-MhkP8oykL_hbg,RW3nH6Au6pSCWxJhiGY03Q,"Big oyster selection, from hooded canals, fanny bays, to Martha Stewarts. $16 for half dozen,  not ready yet to splurge but I am enticed.",menu
kpxJ_4a2IqVbcqicC-LhsQ,f4ouae_IyCaqGo7zERBXqQ,,inside
DXxoqVgsXC_dWE7AQKFvFA,FDifzPPJA9aZKxNQo61pfQ,Menu,menu
scDDm3GO-m1k3Jx70XYjqg,d_v34pr_SaxJfOo1ousAIQ,,outside
bYxE3icU0uMWXhOD8WLA0g,2uMEzgTJYqJ0V1be_ja9GA,One of the good old ice cream places still hanging out  very rich and filling,outside
NN8HEywLCiSgbVd3M9Zy8Q,8QsnVTx5lFGlqx8cLYkcIA,Hokkaido at night,outside
T4g1HxiA1lQPHFaYA4-gig,vOgQnvKbE4nMopFTjoL8Gg,,inside
BQvOGARWsZf380-p_5aV7A,czJM3pm_cAbz8Ohr7vGtJQ,,inside
HaLp-MJBBWZghWJRXiaC3g,WGWa3tjVM9RY31edgt8A_A,,drink
C_5o5cLXvFBL4suR7vN9uA,nzMsAREnsFlsCHsBUwL2SQ,,menu
6mAD85upQCTBHcWc1ch3Cw,oiD4N-h7GotnsiXEa4Er5g,Kosmic Karma,food
Nv6I5dAvLBnh_LiR4Qzukw,R3h2cGGF_h-2vnvazbPU2Q,NEN...,inside
f2_yIS6OU9O4afi6NXwklg,g0OWissnXQgRJVJGYv1mfQ,Eggs,menu
8itEGpqz7LY-gQZG5kJeug,e0M-5mblsuda0syws5R68g,,outside
tUgK9ieEaYdHwHw8vGW1eQ,tkY5BJVXxUmP4jsKavkf2g,Crows awaiting their feast.,outside
QlIEUTUGENonz14H7kzp-g,tHrf1mS06yMxqF78Ormyuw,Cafe Chop Salad,food
VEUndIW-_cPzfL7fWKsX2A,lrowppSl2sk3hU4tSUaS6Q,,food
kzPMCSOmq4SDqUGoaEDt1w,TIwMhO9Rm5gsEJ3ofFKLJQ,Menu,inside
pLXDjZ1xh4WWIg7vTMYAcg,XowIr_jIS-1bgJbLXwp6-A,,drink
4xzPbj9UecDRBUwwNqk_QA,6ajnOk0GcY9xbb5Ocaw8Gw,,inside
cuBRAOuEvl9FvCKAwBbDcQ,W-IwzjpFAVeD72KpaJhjUg,,outside
gTRxbVc8kryXdq43h0obiA,x5NLYIRLdhFBaNLLvl8Afg,,drink
tgloOXHKpQ2K2cKxa8pUiA,_C7QiQQc47AOEv4PE3Kong,,inside
WCFuB2w6wJCA7bC6EYhcEA,3YqUe2FTCQr0pPVK8oCv6Q,,outside
XJIWNX_yS90G1O09MPcMig,4_W5pstoN1166TGjjPOrMg,Hotel nacional,drink
ndfKJ8vH4qtibK6N3IBDdA,jMStvE-tQzSpRCAO0nAE6g,,outside
IJ11FBpHbQ7wDO8Qebq6Ig,TuYACtcbbiArXzubj2BIRg,,drink
LkvhS0qqM3qD3i9ya1l3yg,M8f8aESic76b58mKAYcSEA,,food
Sg4N0k7bBXJCYz7zwSL_wA,Tw5tderBUFzj7fRLVZm2Bg,,drink
bualbrG8TdP3VdOmE1uf3w,MxRZHZoDVVnN7EvMAHf1EA,,drink
Xf8lwDr-plZvXIHaKw7r3w,YTpfqZ2P4MRg19J7iVxarQ,,food
41BCF84jfVHXsYNtdiaQsw,4WJqHhAq_CbtpzNiUuE9Eg,,food
nu8FvFU-d6DbdmTewQrF3w,7j8Eq6F-GcwEEe6ZSL2GQA,Great local pizza that delivers too!,outside
4wq6KhfkC0ocGfQFq-a9Fg,qFxq9mcPjKoyeOpWW7X0Ng,Dining room,inside
QqxR0UfMUiskJSGUI1Jz-g,Eos-7HI-GOO-nCU7ARbR_A,,food
rECqKsk7mmE8NaNY1dMkLg,vfsLSYAE-ho5UH45IsJj_Q,Menu side 2,menu
GafuxoEpmKc8xElWIIIzSw,WOMUsCZzkiIRmOv0oVcAPw,,drink
gum7u6rZGvXPdjvWrYdFow,XWbWhTXkyzfhwh4dbfwEAA,,inside
PSjFgnX0IVdGWMUStpUOBg,d0E938M2_4kcuULUdnj-Xw,,outside
I0jvquEYVu1jz1ATKIv4YA,NnIrd_1O9QyuCLigoxYv3g,Menu of draft offerings changes often.,menu
FCOeS-S5S9GszQW7RIEGmw,S9SYcMTJvKqImncnEZ7tFw,Beer Menu,menu
bFJUgL2-gdYaHwRHv44A5A,QHWYlmVbLC3K6eglWoHVvA,,menu
qQ2UiMs1HUz1xcETg-f-yg,j-qtdD55OLfSqfsWuQTDJg,,inside
8KLb7aY7V88rVg5CCs1Kkw,FJlYldo1NcoyKMG2YKWywA,Finally tried this. I like the coconut part of it. But it's not my kinda flavor.,menu
m8Pt2Swv5lFExJoVs5R4eg,HKdjDm9Ecimp4NIsPsy6bw,,inside
pHK9TMKlN8Yglug7ZgW8Jg,Jg9kkOl4sx2AXJVohbpSiw,,inside
wKU0CpXJSHgtu2446-SlDQ,Q4zdrVjYgSAERDNinDL4pQ,China Wok on MacDill Avenue,outside
a7t5L5dW6foC8NgL3Hxscg,LkCFcD-5QyNIUnEfO78npw,Additional view from outdoor balcony dining. A must if visiting here!,outside
KNmpRo2hHywjH2WCwct80A,qSc-bVbrctbnIR1P6sQWNw,,food
AykI8sUQlGrTMtaRwUoJzg,rx_88M6zPns-IqMTMkpKWw,,menu
4dIlCHhA_GAGiFqtKspPbA,IGEvYF8zejVLGrY5rzYjbA,,inside
J8aoFXFI6dya9fhThUAUBA,Wndkw2PinAwTgjeUJOTdCg,,drink
7SGoQmrU-I6Br1a20yemBw,oGxDifAJKGMLFXSmLAaZDg,Menu,menu
XuqLaiE4xHbzoaXT_lpcDw,tTNGEXBBOg5fLAfxLKBFPw,bucket beer pong (stage...),inside
TKtm0N-_b8r4_ENxjZ57hQ,FCfTUUTYXfZchPvx7tkoWA,,menu
2DCT7t4hQ9noPaGzWhlqhw,JVFHfavzvCSdh72qWi1eZQ,,outside
rr4fZZR_0CBZxlEapjbWtw,Rh5lgaOjOeHIUSBpI20llw,,outside
9ycoGJPJx3Kpg9iECAK05A,Y5h63GisHbcp01uN16NrGQ,Dinner Menu 2,menu
TXzjUdGSo5o948VVKkuBaA,oCVdzX-LoqjSU0rX5Vv66g,,inside
TAfYqRBpVwxDM_KXWlPuJQ,cJXlIGy9SURm12lqHHnf-g,,drink
IwWm8QjtiExK-rbJBLtvaQ,TXV-qLmXmgxM1QHCATQOuQ,,outside
Rb2f5jN5ATeIIRnwFhVvZw,BbnL_wJLB-EHvFx0dXuAjg,,inside
52DsS0ygrLwTDQ9qmBfJ6A,YbkD76a_vnGYpMrFLETIyA,Beer menu,menu
6suP6zqHpbrTYQMqxigzjg,R8t9g5nvi7VFyS8zsgmj8Q,Sauces on the table,drink
ez1S7DGPcGwgMKQO_vlAfg,9Dudx4ZtC6yqeK4vKc4YJw,,drink
UGzU2W6fkZ8VDvuIWQ0Ltw,pDghOix5B17eZTtjDsQ4_A,Destroyer our #1 seller,food
D2USZe4RchliWLsjqbfrQQ,1UU89Z6rhiU5HHiDdGwGng,American 50's upgraded diner feel,menu
OnBpc4dH6NiP1KzqGh8eQQ,TlcMQKzX2Cxh3LSwY-24uw,Bloody Mary,drink
zP0h2SM20VOLVaQDeeKC1Q,n-qNp5n_GJTntIyiZWzeJg,,drink
NULPfJsTEbPsM064sgx11Q,GsT488GHjNdw6jA2f3QKqw,Apricot sparking wine! Delicious,drink
V5oCXmz9ctKDQbgDlsQJIQ,6CpCnFzpyOV4ymhNP1AOGw,Comida mexicana y hondureña,menu
4sdW8k2mZFufVQcwf7uSsw,guZdmpNVnkO5ukrF2ONSwQ,,outside
JW4XS3uMKjUlEsSFcBkeOg,qvQ_IfX6guDk4Y4fsK3HDA,,outside
VOoBVFH3E0bJCwNqrHOQ0g,54PNfAT0kCG3JLgGOojc4A,Inside dining and full bar,inside
yT6Pbkthl0o9364RSnogXQ,ejRuEF2j8_w5qQbwEQ8GfQ,,menu
MomwsI7DaE6oS2DP2keteQ,CVnp_PA5sRm_hFcmwmUNAQ,,menu
9L64gr4uW9MRdjnv58ioKA,5Orn19gUeqCgKu5IRYlvpQ,,outside
U2uvvtelWpH90Ug6Ad9r6Q,0dEM3wWneIKVGMMN3VbxeA,Store Front,outside
WRC9BH-i2SGfyFaWgyUBjA,tw7SFbDQ2gurVAzkaS2Vmw,,food
lo5URoD9sIuOSSIQOks_hQ,Fe9WDVsrEM9H0X_aFDuYVA,,food
79PWjFcGzvolbx5T7BcAtg,H0unmI-lJTazbPh-Lt6lBQ,Menu,menu
dOktRZ1MK2-SEdHzkr-S8g,UnpI0GPdaHPeUlb9x9BaEA,Bahn Mi,food
KuJtNwDMkMulvootkA8QBg,SGtB-yzWcFn0laOGaFhdnA,Menu Page 1 of 2,menu
AI0SAsVmU_pvdU1qkzzytQ,49QeUC0W3mGJTxmg-bECTA,,drink
lB0xpAWMiRkmSfBhhrtbVQ,Wndkw2PinAwTgjeUJOTdCg,"Old World Coffee expansion in Nov (since I was here last back in Sept 2017) - Took over space next door , doubling in size.",outside
RLDuRKN2GrHRkVPj3SkDxw,ChlcxTEoWBQJXJ2Xb2vm5g,Fancy,inside
gQ51pmjJpMnOnFpIY_VI1Q,pnDavnO86ecVdnecksUW9w,KUCHMACHI,food
mxZc7pPMLDQ7BHn0mEWkDA,gTC8IQ_i8zXytWSly3Ttvg,,inside
aZ9uRJvDLGeK3kq6KgOyGA,M0YuK7sLLSA3TfBC4UkUzg,Display of the front,inside
AucGb90zI7-K68jNbJN9qA,fxV5Iv7goPEUz-AReRLxkw,,drink
ambVRFgwHYfWp2SShB1QZA,-ajaASaDA_77I6pK3D4YgQ,,food
B330WANtGUvlNpobng5IOg,uq98rLs4rkWRtuDAggiR8w,,food
8P-vR956bgb7zX3CenWzlw,8fModmzifhhKg8M0aykiow,,menu
9ucwBzdVM5kyEJ2cuamChg,h-g_XhTlQ_FcCj_5QhLprQ,Buffalo chicken salad,food
XGODhFdmdtJKDOi6Zealew,eunaT5pF5ffyNUm0O8Zcrg,,outside
pxMCeZv2-4486nLpWr1crQ,gLpp7kjR9Zg6ypG2lRjAYg,,drink
ELeZdvRAZKbqUcKYcOjI4w,cL3_SRjQv6YURfCom5YSGw,,inside
ipMCAXNn4c_7QrcVwB6Dlw,ElqoiaCSUA8oyyvixox9lQ,,drink
Wp5mn_ZMkzU-k3BdNZfOMA,dsfRniRgfbDjC8os848B6A,,inside
KOgBBcyhxl2Ikicfp8W24g,WKGW6s10eL_xL-xaB2c_og,,outside
h0ZKY2M4DvHd36kFnGobew,2NOCur2ahFs3ypwT3VPNQQ,,food
J6R3vCW-OuFfeaiv7ANwKg,W8fyKHzZX68SQWFvwq_JMQ,A latte's best friend? A mocha.,drink
_mmnOQ5ONtVMBwn_grGkww,7NwFNLC0SwX1SwQYlfF5yw,,inside
mj3HHurG_-Lzui2DohAQFQ,tGmvkYui9klahTqJvzyi8A,Pina Asador Pisco Sour,drink
ps6zP3QYTAH-ArnI2L_v2g,WYSqcpQv0OA8RyE7f2mnnw,Provençal bubble bath,drink
JU4BAqrmx5sUyiyZwo9QOw,mLNSOU8Ki0Fm09xd6ZKkcA,Bubble water,drink
OegCQPYhENeqg2gOOt4EKQ,XOCl-y2ORDwRgTWw9VoKgg,Bubba's Fave,food
2o0ScN8IpvhIVO9tEJXSQw,9w-LZEkP1hf363G-OYvKDg,antes,outside
6eCoclCj9HtiJRjT5tGpgg,2c7P0KF6WcozKg7WFk2YyQ,,inside
zUjUqRdjM7mT0o_NUqhNQQ,O3jPfTDRn5_1O3ZM_LuxQw,,outside
wAJ_ZZDLKWCM5F2RsJ-e4w,2Sgt5ekJ7F785czScIZEYg,Hot chocolate with roasted marshmallows,food
8oWuLhaKSuoaB-YkN5RjjQ,q_PFmdGcKx2H7z2ze8H26w,Drink Area,inside
gij_7ssUxHqCOfZhBmX7dg,Yc3v9xTc47wJ6OxZASr4Og,Bourbon,drink
JMKgtdMw90pF2kOXC4oFYw,eltuhV8KTDIhqdYgAyknAw,,menu
cORDRtBgmER2f6EKVTHSyQ,ZAW0xyAof374R-A121OP_Q,,inside
m93EgpOQRmIwq-7GEpd00A,q-zV08jt6U-q05SMEuQJAQ,,outside
LJj-2wG8xnXs_VOjq7P_IQ,IuaP7hEhrMAgZFlSlZ1T5w,,outside
8pnuE_p9vT08dPBTn-H-7w,a-gkPi0KFpRNGiJfJ8ARAg,,drink
lgL7x1yAUE0J6moDHJ1dig,lBIIzOvyq4z6MDRmkrjpyw,,inside
F6gAR_ZsCD1tH62h02IUBg,fEqiXG_B-fn__w0aeF3nBQ,,outside
TRPrF1Obw328z6qra7DL5Q,deKRCllWptCpA8JpyHOUOg,,menu
_1zVx9zwgI9ZQ_qVeKBZEg,Ek6iqYGdYtyltAxVnhtJKQ,60th floor!!!!!!,inside
oD2O-Sh-pRw8NR6ysZQv-A,BjBDHqHhMXSxgyVipccznQ,Beautiful dinning room,inside
o8UmynXf7LcbzcSDkbJwfg,yY3kq6_2m1FyY9MgaiHgoQ,,food
N1PRIm1G6D7vfmrWtBaAEA,r6dvcGaTEcvN4nUIeS15nA,To go menu,menu
nZ_SKR32PJ7TdGuG-umE7Q,6_T2xzR74JqGCTPefAD8Tw,,inside
pqu9qhQ8wPe8O1UMlJPasQ,zi1BbV_hocgzuVtQxn4CJg,Adult slushy!! Sooo yummy!,drink
HL0NthDx6PqQThFT9du3Fw,fVUHXhY6QyQAb64M2pkeBA,,drink
dbvY8ijtJGU8U26vQdegVQ,GdEEibDpjjKVkEQzB6jiYg,Iced Shaken Espresso,drink
jyGcA5XQU-F4GZP7SKYNcw,tDzG-Kmmuf5v5VkLCd7Yig,"I want everything in here, hire a bagger if you have to.",inside
JQkORmu7t2wHihui67mMMQ,EF5Fpofz71Fo_UqUpZUYBQ,,outside
MD2fwrUGwQMn23Gs3Xs-Gg,oqP1oQEycpp4J6u5YebRoQ,Fifth and Lavender cocktail,drink
hBKLbk1qIvIFos7yRSDH9A,SKLMTASxfCDGovlQEaYSnw,,menu
x9uHc7Y9Bzy7KkwDeJx2Kw,jct6fw5FcG4eTjjML-F7Ow,Wakey Wakey!,drink
I2I1fE5w7jnm8TQSYa8ddg,cGX-1IUwXOjkUqZbkKYcjw,Chef Michael...,drink
vTEto9YVSpz0vfOgG7ywtg,6Xj5r3WttTALZsIVHL9ebw,,menu
huZEPkPbcgdtSKI7gclDhw,vpLMV6pHa1oI71jYaCVFzA,,menu
81lKoJQDnVN1IN8a9qa0hg,S5SYHcyBG9HuaprVO_6jFQ,,menu
c0iHD1v3FeAdQeKOS-TLfw,5tLa_hMZjlpuM0tvoKjDGA,,inside
vAuC3fwLvuyGDm2k8RHt4A,gHOK_W5uoOA14dcg7zsVXQ,,food
GoX3gXQSXs7XK7ZgiFKj-Q,3YqUe2FTCQr0pPVK8oCv6Q,,inside
oXnuPMLqTliSJfQJMN5gdg,KDrRwgcGfMHzJXACVtreMA,,outside
O7RjTsueTxG-G4LtEdRnwg,4NidY2tw42l6iobbtai_kA,Menu,menu
dzkPmGVBUzMJ9QnR_O6XmA,3KYD10PwNu_gvtcWXWkZNA,Current specials - Oct 2017,menu
4azuVd2eYNcQVmKRh3Biag,2I-Odn83Xzr5lqHYKg8AgA,,food
ri_TzgsMwmUpKcXp5hVVxQ,22fzAJbot9r6iA394ZEKxA,Dining Room,inside
kQt1gMndLgxY1ue-wDv1qA,Pm42PkGR84rp3mHM1nr-fg,Wine tasting,drink
bvzhZcj2qitaB6KaZgee2A,E68DEJ80TRpOyfrv2WNQlQ,,menu
sDrY-p0GdEv_A7y6h8gLIQ,4_-IcMpkF_sBRHomWZHNzA,,menu
DHPutEMnhYFPRo-RWBfOcQ,pcZVbMcJgcenbEu2rpfSIA,,inside
UkgtbpccZRipnZIuj2d28Q,cFSyJluKa2SHtgMMvlx6SQ,,outside
v-PZmauJLRgjSGjkFygKkg,8ymBNifw6TBTTKY5IDhfqw,"Turkey bacon, avocado and egg on an Everything bagel",food
6vCiSxaA_HKBYkjLw2ng-A,yL34JumMcJqQZmA8BZ3TrA,,food
39UZuT5hsfyUC6K05ooTMQ,t7r6CXB0l1_U_qgX-QX6xg,,menu
cbeavlMX0W0Kjog2uoltGg,kaqNsJ5OkWq7OYCTFEdwHA,Baby shower cake,food
S5Ulhyii6hodhMH4zdNC9Q,A5b9nVDi1DPVvPOD24-p6w,,drink
3bnE394uQ7Hm36jhqqX9SQ,rDWA-4RvzzxCLfJwh9NwZw,Cooked rolls 2nd page,menu
klcAV2wN8INq-Kch1ZayAA,tFd5sZnTjEao_5g-Rlliuw,,menu
MhDMfxWm-lF3XHF3DbsUog,6_LnAQQ0-mml8YgpfRjGuA,Non vegetarian menu,menu
k7r8xktpWuBh8gpyH6MB4g,WmbwdluLzN8qXfYjYKPkqA,Hostess booth,inside
f6yezN1sRD_1aWnLj8v0Dw,MKZGpp7p4p3VARBVADHsug,,drink
rs48GvbBkbSAFbsD3b7vZA,NYj8uB9-u0SmRMNDNktb1g,,drink
nywAwYoPBmmxaMf0SCRpeQ,0JmFfcBbIux_vauRNWzD9Q,Our beautiful Alma at night,outside
rXnq_EJWXFKc-Mm20bMJaA,exUsUJKliGHq_pjdHyc_zA,Whole Foods -- cooking oils,drink
5b8BDNBOlrQTlhOZu-tFUQ,sj2o49ZCq2iJlZxDNrHDaA,Outside view of tasting room & patio.,outside
evv-0jxmDBCYv2NhHGSlBA,O1Q_VOE-Tl2TJhM_Mi_eMA,"Fresh Raw Juice, Healthy Smoothies & Acai bowls!",drink
2Tvj84Ma4q1Wz0dijz5F9A,23v2gv7y111Rx_DWSf6k7Q,,outside
3LEcHkb0-YwEYXpSsnqUSw,3PCyMo-Bj8OJDUvIlx5jng,Cortado,drink
wN7EvZRa1HZXJVdhiki8PA,ujWCzhA9YS2fXzXPW9Lc9Q,,inside
fbboBPrwEqlLx1TyyPT5Fg,OfHs6WEfuRfrSxTFZPIscQ,bar,inside
F1Qeoh-KD4DlhknbUUmTkQ,0yElmJZHbfRJt4gmdot8Og,,outside
b-FvqpP2PsqQ45YvMIa8mw,o69X6XW8QLuluIoGqvtQrA,,drink
HmoA4H0Aq3FzpDxaFDfOsw,3xqI9xG6MFQYkCPVED985Q,,inside
yeucZ7RYwmfwXlre3kQGVw,16tjKOvMw_nOgNViq2LwOQ,,outside
fNTfyzRjm9NaGgF6RouA3A,62o8oBwkQcbO3w6uoYP3FA,,drink
PsltY9VGKHOpnFjMqAopsw,ZMSgPjWqsBXfM8468QgD8w,Multiple gas pumps 20 stations.,outside
42OaI7dTyGA7bSJbG1ZkAg,P_XUt3xD-KItQBqBKCiRGw,Tacos and atojitos.,menu
wMyDb3q4NjytZWYcq7hyQw,mcB1_hiiOVPlgTvlkqAiDw,,drink
NTkbYcBS2dPdhELKv4GYTQ,HDGTOksawKXEPeoCUrH96g,Cheers to years ~ @city2shoredreamer,drink
3sir6Sfk2H55qXfG2QlfBw,BfCTFKdKhdQ-N9k6ZuKb_w,,drink
k6d0l5I2RreXh6XxEKid0w,qltayRFPZ1GiSMeUkeF3Dw,Chambong,drink
qgyllkE8nCDrPxwyW3XlfA,VZqrQ1dEOUWp-A1hNsdZBw,,inside
GufL8IHg4lb_wunvNvKpEA,1pp0D12fv1aObregTlkArg,,inside
op8s-AOwLjgS8jmoxy3UUQ,B8Uwm_12OajiujN_5AvrrQ,,drink
cpzbPWDyr1BrqRwy6g22JA,YFIl9ohLnlo05iJn9AuKaA,,outside
Ye87VEQMfN4vbQTpMe7-ZQ,cyP5eTRiUjtpAERRB9OiYQ,Stuffed Veggie Sandwich,food
f6vcZFu2pMj7p8LjInnI4Q,P_-Vz6G55EQenifFwmiing,,inside
4M2C8X4ic0pYEl8CM54xmA,8HjZ0wljKU7diEn9KM5xhg,,outside
RgE1ngQK2HF5g9yUGQexCQ,mP8gKzr8NKvbTtm9XePvOQ,B.L.A.T.T wrap is yum!,food
nt58IFJNzfhd5cELLlRgxA,d7Fht_ouACDVoS-NyXm0NA,,outside
NNt04bsf9Suq027cNl0Owg,sxBJ4-kvlc5DMj2qakOUzA,The melting pot itself,drink
d-5BaUxztV9rH9spFxVFPg,iRIHK8-EwpeffwvoO4nzIA,Char-grilled oysters,food
rSwfppY3_aLMKnDBckm4Cg,MdcgaLvlmhYwpb5l3NT19g,,inside
6bbK7vH0UjNOj-PpP-Xrzw,ZduAY9t4GjTq5CGh5j7oqA,,outside
Ilg5dT1IdKxbQvrj_N3i-Q,yefPoFFKlR9xHTqlAR_BWA,menu,menu
uhmtoPEOc01U9UnOQx_Msw,TIoOs_emkTIjyTq7Lt_uHw,Awesome place to enjoy fresh caught fish!,outside
KC9Ayjka25kGjI3Iftz3EQ,1XKZJlJjYfEQ3AN7lG8BEw,Looking for a Romantic place for dinner?  Look no further!,inside
T0O5TXslJhVtRAEj8RZK6A,6u-XfZNVkwO_xTsPEaOiiw,A great waitress on the left. Friendly and efficient,inside
hU6hkIbb6H6hRj8B2tpP4A,g7uutb3uQ1wViOmfgix7Jw,,drink
9PCj57bGfN9NF1Hx_mq2CQ,In8iorViIHJ9-0I83CBLNQ,Bakery,inside
Pq_GGgPHo46ddS8WKGwsDQ,lsmkYSSE5ycTNGLc69h_xw,,food
RIX_0O1BUjnAviEb3LT9FA,yE1raqkLX7OZsjmX3qKIKg,,food
o3woiHoq_VWYVPSX57_1jg,1jeaxiZOisgDMxHR2K088g,Outside view,outside
83iOi76uCxwHmb_jLkSkuw,8VLMTclTMT7O3710xV_8XA,,outside
JHP-CbnF4yj30u6PcMd17Q,rkrnerPoeac_y2rkhshQcg,Drink promotion right now!!,menu
nnhTIxZwS1mB5BbUX8Wx8g,jorZo7Dp-xBzIBUxP0RkxQ,My happy lady at Black Rock,inside
wMpmyBO9e1Y7hIbT59i-YA,5rScKeYVjFk8VahsvJv9QA,huge roll menu!,menu
XRZinV6hHnzzg5g9VwaT3Q,2px6TBM430hX0T49rm95yQ,,outside
jN0yhxpCW1cyOtJDFx5xqg,91vP2e7AIvTRNPErOkKZYQ,,food
VC9CPVOYqFndkVt5AsstrQ,TNtiicqWe0CgdmjWhm60HA,,food
ovXXn6Y4E2nf3HIxgCXhQg,dN1IAo0k0nPVYbbDsnaghQ,Blackberry Lemonade Quencher & Strawberry Lemonade Quencher,drink
rqjY_HLCOi6hplQkAOrmCw,-h5xCtWvNIcIvRlYM2SWdA,,drink
IH0wIMQrwCLrSknoqxRDQw,U4fBv0KCZQLi6JUuR0V1fw,,menu
jDGCPvVzu2bpsp2-JKk_ew,YD9-VUxnobct_Jv4E9SAvA,Tea for sale....,drink
BtZPZjrxjAAXNwmY6ZqsyA,Y6WDt1LiVZNNDCN8dR_bZg,Smaller ones,outside
TPcKLSmK8pab-v02m91LBg,UmjITdXHhEF46ho6IhaGQg,Spirits- take your drink to the next level!!!!,menu
plTfWyM1Fq4gxXZouLvfOQ,qG-a5ulzynz6l1f-HDe5JA,,menu
XS-TwLLAtyIScV7Zli4hKw,nKgQfX62h5aJJA0m4gMX-Q,Go to Europe without flying. Come have your delicious breakfast.,inside
